(534.5627718959545, 1974.4849414797727, 40.65516949577533)
(424.23183195409194, 1813.2709672196397, 78.45804195769703)
(251.62121257569075, 1564.1664735145584, 36.00613724044643)
(396.9298574061336, 2022.384732830212, 53.85703234572399)
(395.11321939534383, 1868.069128650543, 37.170869544738665)
(388.2996834508266, 1891.1568358847173, 22.993974745715718)
(8.57764248597681, 1876.028940376029, 44.515474046452105)
(689.109937746515, 1977.7777029868491, 33.23874129471143)
(368.2421896726213, 1718.273757419063, 49.76754957715561)
(537.3431676141981, 2012.797411174753, 39.40476867728592)
(218.7104494226161, 2007.5940511368906, 20.391788263363683)
(379.8323507861342, 1903.0325940525054, 50.10667210402985)
(-5.985127594302014, 1742.6427391505267, 17.59895122800899)
(331.4795529068319, 1587.30557433176, 19.14138920359994)
(471.46282781250784, 2035.4131372589663, 58.22993168805105)
(430.695007811232, 1394.5180373393132, 51.165516799754435)
(321.99173202925283, 1578.8441390572923, 22.795712480664193)
(477.7260311261534, 1610.7624591254619, 18.960882729123963)
(405.4011235397527, 1656.213099395592, 5.69314515419301)
(257.6967091992355, 1644.906067055285, 51.98121770333822)
(31.579668256200137, 1886.196021095925, 58.63134763993525)
(33.06535265856263, 1981.8507976575972, 29.728781257389564)
(660.6681351878256, 1991.7357318065388, 19.0634635326027)
(3.5151411250085403, 1880.8857300003492, 8.355554051059364)
(382.0604220186109, 1584.2960201018761, 16.951914921830422)
(357.20294339434025, 2004.183299804517, 52.10516760431495)
(414.4340298674656, 1817.7558441664419, 43.588445122883456)
(298.20711531426855, 1594.4069878152857, 11.928831624742166)
(395.8372248293351, 1930.4374050009878, 43.76804184592508)
(333.4352288110584, 1565.0380003313426, 66.4019348229258)
(413.98418629213387, 1566.0751606007568, 16.978359820570574)
(403.2626148366611, 1884.1821976716312, 20.848879272217054)
(404.35978134542347, 1932.5468015090562, 8.222200375093296)
(376.64221832517575, 1564.2792861668927, 42.072445958739166)
(544.0535451172942, 1610.3264648680965, 44.06682526718325)
(405.13205980597627, 1697.251857934713, 9.26794937541799)
(161.37970015554475, 1604.2085275109832, 11.607790449621357)
(322.39525572518403, 1613.068016967623, 33.63430745997455)
(423.16561583541557, 1695.1942142074856, 47.08150505983066)
(807.4469730168289, 1936.9432240962337, 9.363034590289523)
(380.42024626665807, 1780.8153308409314, 25.986935742392024)
(885.0156784466524, 2003.3230960860878, 6.713619351521039)
(963.2741871708388, 2004.9593409325075, 27.57031223485487)
(367.87086606337795, 1859.241892940166, 86.02694051375975)
(734.9528222692337, 1993.672515901336, 13.095373540573435)
(792.3156231046823, 2018.9172265044083, 26.392455105338133)
(619.0600766480125, 2011.5416171315703, 24.443254384335397)
(760.02071012009, 1995.898395093611, 14.89208737468133)
(693.3121971767976, 2029.686718043963, 39.40989396231825)
(979.196511020303, 1993.989208206485, 36.56416984642724)
(593.9423716399043, 1940.801481735595, 62.38824579355331)
(798.3857734977762, 2016.773747552862, 61.999429323291494)
(404.56963615229944, 1950.8948708759426, 8.322437901066811)
(815.3395411700373, 1898.8532805674079, 20.20954255241594)
(824.1855919193374, 1957.1312786963963, 26.985926371272875)
(818.5712923756149, 2037.3406187068135, 68.89391998470883)
(587.6213605927599, 2005.4406223785886, 5.476544628991054)
(525.568563585049, 2005.4560900695483, 41.75989258954479)
(870.2137334712419, 1993.6337521689632, 27.64586019146715)
(647.1187606959005, 1996.7439944273897, 45.733142125407184)
(731.7638506217784, 1981.2687096352138, 21.203902260008412)
(369.31024332232346, 2035.9156401163787, 49.876753583983)
(1003.6863736422611, 2004.4707014788542, 22.066145232639578)
(820.4095286419977, 1744.1210314619389, 22.144786399869442)
(636.7742541909122, 1591.6300730393407, 9.180176108533585)
(25.291489864760706, 2012.610304655902, 43.363056460211375)
(588.4390953860573, 2008.6801279879078, 14.220211294985369)
(1063.8252843020157, 2024.9043810775943, 29.630210170206208)
(874.650148066159, 1996.117038618459, 27.304379465251603)
(717.3057791540886, 2011.8612518130728, 31.84709180507331)
(804.0420995460638, 1996.1772227582605, 20.696055996194044)
(1026.460065342624, 2024.4473867601082, 36.74860021225704)
(632.4095758602264, 2003.7525997172022, 8.993670684755225)
(782.5209589087698, 1935.9949327552947, 51.55984750289299)
(559.4996405434995, 2025.6550492477397, 29.66836505908633)
(631.9134233137565, 2060.746160406022, 80.26344602893157)
(1013.9391964092354, 2007.1195527528776, 8.27798912374122)
(879.4853778913712, 1986.1990018379038, 14.342965371148383)
(-32.69319581247195, 351.55401066828364, 33.77302525664238)
(3.5836324402388016, 450.5144465178364, 7.271534581076441)
(107.07856974179995, 792.2745476409712, 10.000438747752819)
(-5.0181776972173395, 826.4419377867499, 34.97043501924911)
(-9.815219920078022, 409.6566009752604, 15.267894729444622)
(31.473962188826988, 793.8887241115137, 12.417968342835714)
(184.43101010992524, 781.424734644606, 20.912877832717424)
(271.413191399903, 792.6752523229662, 11.455761153747895)
(10.199092006962047, 895.8234342239405, 22.723324723933718)
(87.71876645229753, 768.2544799953297, 39.4461941785147)
(8.352607813081647, 855.9452575491058, 94.07092243941032)
(-18.688681639460782, 1082.6805065590383, 24.265889783051175)
(-6.175149881173525, 781.1434539097452, 18.810418795157542)
(4.923725078840917, 272.6182349547435, 7.344742353634769)
(10.894612138655887, 654.5822639119576, 11.261399907555212)
(390.13566240047663, 636.0719552886573, 10.436906735344166)
(-26.064385650397185, 338.5114756702128, 50.91566930550783)
(23.15682420830629, 790.3920779848754, 22.9102158653105)
(43.20826179255394, 715.027248465254, 82.00786017967971)
(17.225720973117774, 710.518250432701, 31.46792930836759)
(73.88821376191547, 373.26606138101613, 27.7301387896202)
(-14.037864666109513, 1067.6729228925642, 16.0482916135304)
(-19.33930739553209, 400.6586771291577, 27.317179328449143)
(7.76590387382717, 591.8578069851085, 9.99216618960602)
(213.8984076805412, 409.2419412538165, 34.43255916201239)
